0,-0.1,0.2,2.109
8.7,4.4,0.3,1.99
4.1,4.4,0.4,2.445
2.2,8.1,0.5,2.426
0,8.5,0.5,2.314
0,9.5,0.5,2.063
21.6,8.6,0.5,2.106
7.8,3.2,0.3,5.129
5.3,1,0.2,4.358
0.1,-1.3,0.1,3.895
5.9,-2.1,0.1,3.482
6.2,-4.7,0,3.066
5.9,-0.8,0.2,2.877
3,1.6,0.3,3.212
0,2.9,0.3,3.34
0,7.7,0.5,3.158
1.7,7.2,0.5,3.224
0.4,4.1,0.4,3.247
0,3,0.3,2.966
0,3,0.3,2.85
0,3.9,0.4,2.838
0,2.3,0.3,2.626
0,2,0.3,2.268
1.4,5.1,0.5,2.16
9.2,7.1,0.6,2.256
20.7,3.7,0.4,3.174
15.4,0.7,0.3,3.972
22.6,1.9,0.3,6.556
1.9,-2.7,0.1,7.713
0.5,-6.2,0,5.322
0,-7.1,0,4.396
0.5,-4.8,0,3.741
1.2,0.3,0.3,3.506
0.7,1.3,0.3,3.108
10,3.7,0.5,3.062
15.5,2.8,0.4,5.515
18.9,0.2,0.3,4.975
6.2,-1.2,0.2,6.363
9,-3.5,0.1,5.36
0.2,-4.5,0,4.628
2.6,-6.1,0,3.934
0.9,-5.1,0,3.517
0,-8.8,0,3.089
0.1,-7.7,0,2.73
0,-3.7,0.1,2.568
0.7,-3.1,0.1,2.514
5.2,0.4,0.4,2.491
14,-0.9,0.3,2.549
10.8,1,0.4,2.553
32.8,4.7,0.7,9.255
13,5.9,0.8,32.279
37.1,3.6,0.6,25.067
6.1,-0.8,0.3,24.758
6.4,-1.2,0.3,14.153
5.6,-0.9,0.3,9.68
0,-2.9,0.2,7.482
0,-0.3,0.3,6.17
2.2,4.8,0.8,5.476
0,2.7,0.6,5.515
13.9,4.6,0.8,5.322
8.1,7.2,1,9.68
12.7,6,0.9,11.222
1.5,2.4,0.6,11.878
6.4,1.2,0.5,9.757
0.5,-0,0.4,8.021
2.7,-0,0.4,6.672
40.7,0,0.4,6.826
20.5,4.1,0.8,19.514
5.4,5.9,1,16.004
0,3.7,0.8,11.531
0,7.3,1.1,9.024
0,8.9,1.3,7.52
0,7.8,1.2,6.44
0,6.2,1.1,5.63
0,3.8,0.8,5.013
0,1.4,0.6,4.551
1,1.6,0.7,4.281
1,2.3,0.7,3.934
0,1.5,0.7,3.552
10.8,2.4,0.8,3.317
10.5,1.9,0.7,4.204
4.6,2.3,0.8,3.934
0,5.8,1.1,3.752
0.1,6.9,1.3,3.344
6.4,7.8,1.4,3.209
23.6,2.4,0.8,4.049
0.3,1.5,0.7,4.473
0,3,0.9,4.088
0,4.2,1,3.972
0,6.4,1.3,3.517
0,6.5,1.3,3.309
13.8,8.2,1.6,3.814
1.8,10.2,1.8,4.011
2.7,8.3,1.6,3.671
0.1,9.1,1.7,3.425
8.2,12.3,2.1,3.239
7.3,7.2,1.5,3.66
0.4,5.7,1.3,3.621
0,6.1,1.4,3.255
4.5,7.4,1.6,3.066
1.2,5.9,1.4,3.112
12.3,4.8,1.3,3.097
13.7,3.3,1.1,4.088
9.5,4.4,1.2,4.088
1,0.1,0.7,4.435
0,1.7,0.9,3.895
1.9,2,1,3.61
9.3,1,0.8,3.425
4.5,1.4,0.9,3.548
4.4,4.7,1.4,3.158
3.9,8.8,1.9,3.463
1.1,9.2,2,3.182
3.4,8,1.8,3.054
0,6.6,1.7,2.811
0,7.8,1.8,2.576
1.3,10.4,2.2,2.437
0,11.9,2.5,2.268
0,10.9,2.3,2.237
0.2,13.1,2.7,2.171
0,11.5,2.5,1.955
11.1,10.8,2.4,2.059
0,11.9,2.5,2.044
0,14.3,2.9,1.778
0,12,2.6,1.689
9.2,12.7,2.7,1.604
0.1,13.3,2.8,1.805
20,13.8,2.9,1.674
5.1,11,2.5,2.418
0,11,2.5,1.975
0.5,13.1,2.9,1.689
15.8,11.5,2.6,1.612
14.9,11.2,2.6,2.607
5.3,11,2.6,3.008
0.7,10.7,2.5,2.538
0,9.9,2.4,2.372
0,7.7,2.1,2.052
3.4,9,2.3,1.905
3.5,11.1,2.6,1.917
3.7,9.8,2.4,1.909
10,10.3,2.5,1.905
0.2,11.6,2.7,1.955
2.8,10.1,2.5,1.778
0,9.8,2.4,1.743
0,13.6,3.1,1.604
0,13.1,3,1.381
0,15.1,3.4,1.369
0.2,19.3,4.1,1.338
2,17,3.7,1.307
0.8,18.6,4,1.273
0,21.1,4.4,1.242
0,18.1,3.9,1.207
0.2,19.2,4.1,1.161
6.1,18,3.9,1.126
6.3,15.5,3.5,1.196
1.6,12.7,3,1.257
18,10.6,2.7,1.188
0.3,10.1,2.6,1.959
16,12.2,3,1.419
0.7,10.9,2.7,2.032
0,11.2,2.8,1.5
2.3,13,3.1,1.203
0.9,11.8,2.9,1.149
0.1,12.5,3,1.103
17.3,12.9,3.1,1.388
3,12.7,3.1,3.374
0,14.9,3.5,1.886
0,15.3,3.5,1.473
0,17,3.8,1.249
0,13.3,3.2,1.176
0,11.8,2.9,1.107
13.9,14.2,3.3,1.037
3.8,10.3,2.7,1.705
0.2,8.7,2.4,1.257
0,12.3,3,1.057
0,14.3,3.4,0.953
0,16.3,3.7,0.852
3.2,15.5,3.6,0.864
7.3,15.6,3.6,0.875
0,13,3.1,0.868
5.7,16.5,3.7,0.864
1.8,15.1,3.5,0.829
0,16.2,3.7,0.837
0,19.2,4.2,0.794
0,21.9,4.7,0.787
0.9,22.1,4.7,0.702
15.6,19.7,4.3,0.667
13.3,14.5,3.4,1.026
15.1,14.4,3.3,1.685
0.7,15.4,3.5,1.392
0.2,15.8,3.5,0.968
8.2,16.4,3.7,0.949
0.6,18,3.9,1.142
21.1,17.8,3.9,1.658
20.6,18,3.9,1.531
1,15.4,3.4,2.665
2.2,14.6,3.3,1.612
0,15.6,3.5,1.489
0,17.2,3.7,1.257
0,21.1,4.4,1.103
1.1,21.7,4.4,0.864
1.2,19.4,4.1,0.659
2.2,16.5,3.6,0.617
3,13,3,0.613
0,10.5,2.5,0.578
0,13.6,3,0.563
0,16.6,3.5,0.528
0,19.1,3.9,0.501
0,19.7,4,0.47
0,19.1,3.9,0.416
0,18,3.7,0.413
0,17.8,3.6,0.401
0,17.3,3.5,0.401
0,18.5,3.7,0.401
0,18.7,3.7,0.401
8.1,15.8,3.3,0.416
10.5,17.8,3.6,0.725
0.2,19.3,3.8,0.551
7.8,19.8,3.8,0.451
12.5,18.1,3.6,0.521
3.8,18.5,3.6,0.814
3.2,18.7,3.6,0.544
7,16,3.2,0.582
7.6,14.5,2.9,0.671
0.2,12.8,2.7,0.713
0.1,12.8,2.6,0.544
9.3,13.8,2.8,0.467
1.4,13.7,2.7,0.737
7.9,12.8,2.6,0.575
0.8,13,2.6,0.644
2.3,13.1,2.6,0.548
0,13.6,2.6,0.521
0,12.2,2.4,0.49
0,12.7,2.5,0.47
0,12.2,2.4,0.401
0.4,14,2.6,0.401
0.6,16.4,2.9,0.401
0,19.2,3.3,0.397
5,18.6,3.2,0.409
15.3,17.8,3,0.505
0.2,15.4,2.7,0.467
0.1,14.3,2.5,0.397
0,13.6,2.4,0.371
0,13.6,2.4,0.355
0,13.5,2.4,0.34
0,14.2,2.4,0.334
0,12.9,2.3,0.329
0.1,13.8,2.3,0.332
0.2,14.9,2.4,0.331
7.3,14.6,2.4,0.384
0.3,16,2.6,0.416
0,15.7,2.5,0.346
0,15.7,2.4,0.339
0,16.6,2.5,0.339
0,16.3,2.4,0.319
0,17.6,2.6,0.295
0,17.8,2.6,0.286
0,17.4,2.5,0.296
0.1,16.4,2.4,0.285
0.1,12.6,1.9,0.285
0.2,11.8,1.8,0.292
0,10.9,1.7,0.285
0.1,13.5,2,0.286
6.9,13.2,1.9,0.292
1.1,11.4,1.7,0.309
2.6,15.4,2.1,0.309
9.5,16.5,2.2,0.384
4.5,15.3,2,0.39
5,14.3,1.9,0.329
4.2,12.4,1.7,0.37
4.3,12.8,1.7,0.381
7.6,12,1.6,0.54
22.6,13.2,1.7,0.548
20,11.8,1.6,2.175
1.8,10.6,1.4,1.188
12.2,12.7,1.6,0.713
8.6,8.2,1.2,1.269
9.7,6.3,1,1.288
5.4,5.3,0.9,1.207
0.2,4.4,0.8,0.987
0.1,4.3,0.8,0.783
2.4,7.5,1,0.679
1.8,10.2,1.3,0.675
0.2,10.4,1.2,0.64
0,10.4,1.2,0.567
0.1,10,1.2,0.536
0.1,8.7,1.1,0.482
0.1,7.3,0.9,0.467
0.1,6.1,0.8,0.447
0,5.2,0.7,0.428
0,2.6,0.5,0.397
0,1.6,0.5,0.383
6.6,1.1,0.4,0.359
0.1,4.7,0.7,0.47
0,5.7,0.7,0.416
11.7,9.2,1,0.39
0.1,9.2,0.9,0.798
31.5,7.3,0.8,1.138
10.5,6.9,0.8,3.721
0.1,8.6,0.9,1.805
0.1,7,0.7,1.222
7.5,10.8,1,0.987
0.1,11.2,1,1.149
15.1,13.5,1.1,0.902
0,7.4,0.7,1.793
2,10.9,0.9,1.118
9.2,11.8,1,1.169
0.1,4.6,0.5,1.211
0,4.8,0.5,1.007
11,10.1,0.8,0.949
1.9,5.1,0.6,1.296
0,3.1,0.4,1.034
0.6,4.6,0.5,0.918
7.9,4.4,0.5,0.852
21.7,2.9,0.4,1.608
0.2,1.4,0.3,2.048
0,0.9,0.3,1.562
0,-0.8,0.2,1.408
0.3,0.5,0.3,1.261
0,-1.3,0.2,1.157
1,-1.1,0.2,1.061
4.1,-1,0.2,0.991
7.9,-1.5,0.2,0.983
4.3,-1.9,0.1,0.949
0,-4.6,0,0.856
0,-4.7,0,0.818
2.6,-4.1,0,0.771
1.4,-0.3,0.2,0.733
0,0.6,0.2,0.733
0,1.5,0.3,0.764
0,2.2,0.3,0.798
0.2,4.7,0.4,0.856
0,4.5,0.4,0.918
0,5.9,0.4,0.837
0,4.3,0.4,0.794
5.1,4.8,0.4,0.98
1.1,5.1,0.4,1.354
6.5,4.9,0.4,1.111
18.9,2.8,0.3,1.816
0.6,-0.9,0.2,1.967
0.1,-0.4,0.2,1.658
4.2,4,0.3,1.932
1,5.5,0.4,2.025
11.1,5.5,0.4,2.468
3.6,2.9,0.3,2.95
18.1,5.1,0.4,3.856
31,5.8,0.4,10.065
15.2,2.1,0.3,11.646
16.2,0.4,0.2,11.878
2.2,-2.4,0.1,8.87
0,-5.2,0,6.363
22.2,-3,0.1,5.013
47.5,3,0.3,16.467
8.6,-0.8,0.1,27.535
0.4,-4.1,0,15.349
0,-5.2,0,9.41
0,-6.2,0,6.942
0.6,1.2,0.2,5.746
6.1,4.7,0.3,5.206
32.6,5.2,0.4,11.145
25.3,3.4,0.3,14.539
22.6,0.9,0.2,15.079
11.3,-0.8,0.2,11.377
2.3,-1.1,0.1,8.176
1.2,-1.4,0.1,6.325
0.2,-0.1,0.2,5.283
1.2,1.1,0.2,4.705
0,0.6,0.2,4.551
0,0.5,0.2,4.165
5.5,4.4,0.3,4.204
0.1,2.6,0.3,4.782
1.8,2.9,0.3,4.589
0.1,4.2,0.3,4.358
1.6,3.3,0.3,4.088
20.3,3.4,0.3,4.088
1.4,-0.2,0.2,4.512
0,-0.2,0.2,4.165
0,-1.2,0.1,3.814
0,-1.4,0.1,3.455
0,-2.2,0.1,3.166
0,-2,0.1,2.923
0,-3,0.1,2.669
1,1.5,0.3,2.503
2.6,2.2,0.3,2.545
0.2,-0.7,0.2,2.426
0.3,-0.5,0.2,2.19
2.7,0.3,0.2,2.144
8.9,-0.1,0.2,2.283
6,-1,0.2,2.268
0,-9.1,0,1.998
0,-11.4,0,1.685
0,-9.3,0,1.678
0,-5,0,1.585
0,0.6,0.3,1.593
29.6,3.7,0.4,3.039
19,6.9,0.6,17.624
0.3,5.5,0.5,16.159
0,6.8,0.6,9.95
2.5,6,0.6,7.327
0,2.4,0.4,5.9
0,2.6,0.4,4.898
0,6.3,0.6,4.319
0.3,7.8,0.7,3.895
8.6,5.9,0.6,3.679
28.6,7.4,0.7,6.826
4.2,2.2,0.4,8.947
13.6,4.6,0.6,7.057
0,-0.2,0.3,7.829
3.2,-1.1,0.2,6.325
12.3,2.7,0.5,6.517
8.5,2.1,0.4,6.247
22.9,5.5,0.7,8.06
8,0.9,0.4,11.415
4.8,-1,0.3,9.371
16.3,1.9,0.5,8.638
11.2,2.2,0.5,12.688
1.5,-1.9,0.2,10.528
0.1,-3.2,0.1,8.253
0,-0.8,0.3,6.787
0,1.4,0.5,5.592
5.1,4.7,0.7,4.936
8.8,5,0.8,5.63
0,2.8,0.6,4.898
0,4.7,0.7,4.358
12,9.2,1.1,4.512
28.3,4.1,0.7,5.708
6.7,2.9,0.6,11.569
0.1,0.8,0.5,8.523
21.4,3.4,0.7,7.906
1.4,0,0.4,11.029
0,-2.3,0.2,7.482
0,-0.9,0.4,6.247
0.6,3.8,0.8,5.245
8.7,7.4,1.1,5.245
0.1,9.2,1.3,5.013
0,7.5,1.1,4.204
0.8,6,1,3.856
0,3.7,0.8,3.567
0.2,4.1,0.8,3.347
8.4,6.8,1.1,3.286
0,1.4,0.6,3.139
0.3,3.5,0.8,2.754
0.3,5.4,1,2.611
1.4,4.1,0.9,2.418
0,2.6,0.8,2.356
0,2,0.7,2.156
0,3.3,0.9,2.079
0,5.3,1.1,1.959
0.2,7.1,1.3,1.843
0.7,6.7,1.3,1.824
2.3,6.9,1.3,1.774
1.9,4.3,1,1.789
1.2,2.1,0.8,1.697
0.3,2.4,0.8,1.612
10.3,1.2,0.7,1.743
11.4,1.6,0.8,2.526
3.2,3.4,1,2.511
0.9,2.6,0.9,2.109
0.2,4,1.1,1.959
0.2,8.6,1.6,1.867
2.2,8.3,1.6,1.84
8,5.1,1.2,1.982
0,1.4,0.8,1.986
0,3.2,1,1.67
0,4.4,1.2,1.543
0,5.8,1.4,1.5
0,6.2,1.4,1.442
9.8,6.1,1.4,1.554
3.5,3.1,1.1,1.978
5.3,5.6,1.4,1.708
1.8,6.5,1.5,1.647
1.8,5.7,1.4,1.612
5.9,5,1.4,1.612
0,6.9,1.6,1.604
0.2,6.4,1.6,1.512
0,6.4,1.6,1.419
0,9.4,2,1.35
0,13.5,2.6,1.315
0,15.7,2.9,1.303
12.8,12.8,2.5,1.469
0,8.2,1.9,1.897
0,9.3,2.1,1.539
0,14.1,2.8,1.357
0,13.4,2.7,1.269
0,13.2,2.7,1.211
0,10.1,2.3,1.161
0,12.5,2.6,1.118
2,14.3,2.9,1.134
8.5,14,2.9,1.608
2.1,13.3,2.8,1.531
5.2,12.9,2.7,1.392
1.8,14.5,3,1.365
6.8,15.8,3.2,1.342
5.2,16.5,3.3,1.323
1.2,16.4,3.3,1.234
0,18.1,3.6,1.161
0,18.4,3.7,1.045
18.1,17.1,3.5,1.284
0.4,14.2,3.1,1.681
0.1,15.1,3.2,1.338
0,15.8,3.4,1.111
0,16.5,3.5,1.007
9.6,18.2,3.8,1.057
6,14.4,3.2,1.08
5.5,10,2.4,1.018
6.8,7.4,2,1.091
0.1,7.8,2.1,1.115
10.4,8.7,2.3,1.037
0.2,7.8,2.1,1.222
0,10.6,2.6,0.949
1.3,14.2,3.2,0.791
2.4,12.5,3,0.902
3.5,14.1,3.2,0.902
1,10.3,2.6,0.995
10.1,8.8,2.3,0.987
1.4,7.9,2.2,1.068
59.9,7.9,2.2,2.16
3,11,2.7,11.646
0,15.2,3.5,4.319
0,17.9,3.9,3.097
1.6,20.7,4.4,2.692
13.5,19.4,4.2,2.538
7.8,17.2,3.8,4.242
1.9,11.5,2.8,3.201
0,11.9,2.9,2.372
0,15.5,3.6,1.963
0.5,20.5,4.4,1.708
10,19.5,4.2,2.048
0.3,16.2,3.7,1.693
0,16.2,3.7,1.408
0,19.4,4.3,1.284
0,20.3,4.4,1.215
0,16.5,3.7,1.13
0,14,3.3,1.061
0,13.8,3.3,1.003
0,17.6,3.9,0.953
0,20.6,4.4,0.906
0,23.4,4.9,0.868
0.7,23.4,4.9,0.852
0.8,15.7,3.6,0.837
4,13.8,3.3,0.833
6,10.9,2.8,1.08
0,10.7,2.7,0.929
0,11.3,2.8,0.764
0,12.2,3,0.71
0,14.1,3.3,0.702
0,14.8,3.4,0.683
0,15.8,3.6,0.652
3.6,18.6,4.1,0.648
7,19.6,4.3,0.764
1.3,17.6,3.9,0.852
9,15.8,3.6,0.833
2.1,14.5,3.3,0.798
4.4,17.3,3.9,0.702
18.7,16.2,3.6,1.03
3.6,11.4,2.8,1.161
38.3,11.4,2.8,1.134
5.5,12.7,3,6.17
3.7,9.8,2.5,2.287
0.3,10.2,2.6,1.693
24.5,11,2.7,1.681
19.1,11.1,2.7,6.98
5.4,10,2.5,5.129
1.3,9.9,2.5,3.829
1.2,11,2.7,3.031
0,12.9,3,2.503
0.1,12.1,2.9,2.152
0,14.2,3.2,1.863
0,15.4,3.4,1.651
0,15.4,3.3,1.481
0.9,15.3,3.3,1.377
5.5,17.3,3.7,1.408
9.6,16.6,3.5,1.384
11.4,15.2,3.3,2.214
3.4,16.4,3.5,1.643
5.7,14.5,3.1,1.485
11.3,13.3,2.9,2.661
0.2,14.5,3.1,2.025
0,15.3,3.2,1.62
0.1,18.6,3.7,1.442
7.9,16.5,3.4,1.624
2.2,15.6,3.2,1.438
3.8,13.5,2.9,1.446
0.4,14.6,3,1.315
0,16.4,3.3,1.215
0,16.3,3.3,1.149
0.5,16.6,3.3,1.08
0,16,3.2,1.037
0,18.2,3.5,0.972
0,17.8,3.4,0.91
0,18.5,3.4,0.895
0,18.8,3.5,0.829
1.1,20.4,3.7,0.783
0.4,19,3.5,0.837
0,18.4,3.4,0.783
3.4,19.1,3.5,0.76
2.7,18.2,3.3,0.845
0,20.1,3.5,0.764
7.6,21.3,3.7,0.721
17.2,15.2,2.8,1.068
0.1,13.7,2.6,1.207
0,15.4,2.8,0.798
0,16.4,2.9,0.717
0,16.6,2.9,0.663
14.6,18.5,3.1,0.648
10.5,15,2.7,1.45
0,13.8,2.5,1.13
0,14.6,2.6,0.802
2.6,14.9,2.6,0.74
8.3,13.4,2.4,0.845
11.2,14,2.4,1.014
13.3,11,2,1.3
7.8,11.7,2.1,1.921
1.1,10.6,1.9,1.361
0.2,10,1.8,1.145
14.7,11.2,2,1.049
0.1,11,1.9,2.071
0,11.4,1.9,1.176
0.1,14,2.2,1.03
0.1,15.8,2.4,0.968
0.1,15.9,2.4,0.902
1.3,17.6,2.5,0.845
0.1,15,2.2,0.806
0.2,14.9,2.2,0.791
4.4,16.9,2.4,0.775
9.8,12.3,1.9,1.03
2.5,10.8,1.7,0.956
0.2,10.8,1.7,0.833
1.2,13.7,1.9,0.791
17.4,12,1.8,1.003
0.1,11,1.6,1.396
0.1,11.4,1.7,0.91
0.1,10.3,1.5,0.825
0,12,1.7,0.802
0.4,13.6,1.8,0.779
0.9,14.2,1.8,0.756
0.7,14.7,1.9,0.737
0,14.5,1.8,0.713
0.1,14.9,1.8,0.69
12.7,12.3,1.6,0.725
1.3,10.8,1.4,0.98
3.6,9.7,1.3,0.767
0,9.6,1.3,0.825
0,10.8,1.4,0.713
3.3,10.8,1.4,0.679
0.4,7.1,1,0.725
0.8,3.5,0.7,0.64
10,5.8,0.9,0.64
8.5,6.8,1,1.034
8,7.8,1,1.381
2.9,8.1,1,1.188
6.7,8.2,1,1.003
6.3,7.2,0.9,1.512
0.1,9.7,1.1,1.381
1.1,10.6,1.1,1.18
0.8,11.8,1.2,1.107
1.6,8.2,1,1.03
0.2,7.2,0.9,0.941
2.8,9.7,1,0.941
0.1,10.2,1,0.953
0,10.6,1,0.864
0.2,9.2,0.9,0.798
4.6,11.2,1,0.798
0.2,12.1,1.1,0.922
5.7,13.4,1.2,0.833
4.1,9,0.9,1.315
0,8.2,0.8,1.026
3.5,9.4,0.9,0.906
0,9.1,0.9,0.976
30.5,11.5,1,0.991
2.9,6.6,0.7,4.551
5.8,7.4,0.7,2.433
9.6,8.6,0.8,2.295
9.4,5.9,0.6,3.413
3.1,4.7,0.5,2.85
1.9,2.6,0.4,2.584
2.9,4.4,0.5,2.426
1.9,5.9,0.6,2.19
1.6,5.7,0.6,2.017
2,4.8,0.5,1.901
2.1,3.1,0.4,1.789
0,3.7,0.4,1.674
28.3,8.6,0.7,1.624
30.1,8.1,0.6,10.065
2.6,4.8,0.5,8.677
0.3,3.6,0.4,5.592
0.6,2.6,0.4,4.319
1.3,2.8,0.4,3.644
0.1,0.9,0.3,3.104
6.1,4,0.4,2.915
0.7,2.6,0.3,2.861
2.8,2.8,0.3,2.43
5.8,7.6,0.5,2.553
5.2,6.4,0.5,2.781
0,2.8,0.3,2.53
8.3,1.9,0.3,2.271
8.7,4.1,0.4,3.633
4.2,4.1,0.4,3.266
0.2,8.2,0.5,3.313
0,10.2,0.6,2.873
0.1,8.6,0.5,2.657
1.1,8.9,0.5,2.43
2.3,8.7,0.5,2.318
0.1,5.7,0.4,2.217
0.7,5.8,0.4,1.975
0,6.5,0.4,1.878
6.1,9.3,0.5,1.955
4.8,7.4,0.4,1.998
2.4,8.8,0.5,2.09
0.1,7,0.4,1.87
2.9,7.5,0.5,1.832
0.5,10.4,0.6,1.712
0.6,12,0.6,1.581
2.2,9.3,0.5,1.512
16.9,6,0.4,1.971
9.6,2.4,0.3,3.178
4.6,1,0.2,3.332
3.4,1.4,0.2,3.216
3.9,1.8,0.2,2.931
0.2,5.7,0.4,2.796
0,2.2,0.2,2.541
0,-0.6,0.1,2.287
0,-2.4,0.1,2.063
0,0.7,0.2,1.948
4.4,1.1,0.2,1.894
3.3,3.3,0.3,2.044
3,4.2,0.3,2.001
2.9,4.6,0.3,1.94
0.4,0.6,0.2,1.843
5.7,-0.8,0.2,1.708
